Vtype,Vehiclecount,Vehiclemass,EngineKW,Delivery,Retirement,Lengte,Source,Perioden,Waarde,Class,Onderwerp
1100serie,60,83,2030,1950,1999,,https://nl.wikipedia.org/wiki/NS_1100_(elektrische_locomotief),1950,60,Transit,83000
1200serie,25,108,2400,1951,1998,,https://nl.wikipedia.org/wiki/1200_(elektrische_locomotief),1951,25,Transit,108000
1100serie,60,83,2030,1950,1999,,https://nl.wikipedia.org/wiki/NS_1100_(elektrische_locomotief),1951,60,Transit,83000
1200serie,25,108,2400,1951,1998,,https://nl.wikipedia.org/wiki/1200_(elektrische_locomotief),1952,25,Transit,108000
1300serie,16,111,3600,1952,2000,,https://nl.wikipedia.org/wiki/NS_1300_(elektrische_locomotief),1952,16,Transit,111000
1100serie,60,83,2030,1950,1999,,https://nl.wikipedia.org/wiki/NS_1100_(elektrische_locomotief),1952,60,Transit,83000
1200serie,25,108,2400,1951,1998,,https://nl.wikipedia.org/wiki/1200_(elektrische_locomotief),1953,25,Transit,108000
1300serie,16,111,3600,1952,2000,,https://nl.wikipedia.org/wiki/NS_1300_(elektrische_locomotief),1953,16,Transit,111000
1100serie,60,83,2030,1950,1999,,https://nl.wikipedia.org/wiki/NS_1100_(elektrische_locomotief),1953,60,Transit,83000
1200serie,25,108,2400,1951,1998,,https://nl.wikipedia.org/wiki/1200_(elektrische_locomotief),1954,25,Transit,108000
1300serie,16,111,3600,1952,2000,,https://nl.wikipedia.org/wiki/NS_1300_(elektrische_locomotief),1954,16,Transit,111000
1100serie,60,83,2030,1950,1999,,https://nl.wikipedia.org/wiki/NS_1100_(elektrische_locomotief),1954,60,Transit,83000
1500serie,7,100,2185,1954,1986,,https://nl.wikipedia.org/wiki/NS_1500_(elektrische_locomotief),1954,7,Transit,100000
NS20,1,58,210,1954,1991,26,https://nl.wikipedia.org/wiki/Kameel_(spoorwegmaterieel),1954,1,Transit,58000
1200serie,25,108,2400,1951,1998,,https://nl.wikipedia.org/wiki/1200_(elektrische_locomotief),1955,25,Transit,108000
1300serie,16,111,3600,1952,2000,,https://nl.wikipedia.org/wiki/NS_1300_(elektrische_locomotief),1955,16,Transit,111000
1100serie,60,83,2030,1950,1999,,https://nl.wikipedia.org/wiki/NS_1100_(elektrische_locomotief),1955,60,Transit,83000
1500serie,7,100,2185,1954,1986,,https://nl.wikipedia.org/wiki/NS_1500_(elektrische_locomotief),1955,7,Transit,100000
NS20,1,58,210,1954,1991,26,https://nl.wikipedia.org/wiki/Kameel_(spoorwegmaterieel),1955,1,Transit,58000
1200serie,25,108,2400,1951,1998,,https://nl.wikipedia.org/wiki/1200_(elektrische_locomotief),1956,25,Transit,108000
1300serie,16,111,3600,1952,2000,,https://nl.wikipedia.org/wiki/NS_1300_(elektrische_locomotief),1956,16,Transit,111000
1100serie,60,83,2030,1950,1999,,https://nl.wikipedia.org/wiki/NS_1100_(elektrische_locomotief),1956,60,Transit,83000
1500serie,7,100,2185,1954,1986,,https://nl.wikipedia.org/wiki/NS_1500_(elektrische_locomotief),1956,7,Transit,100000
NS20,1,58,210,1954,1991,26,https://nl.wikipedia.org/wiki/Kameel_(spoorwegmaterieel),1956,1,Transit,58000
1200serie,25,108,2400,1951,1998,,https://nl.wikipedia.org/wiki/1200_(elektrische_locomotief),1957,25,Transit,108000
1300serie,16,111,3600,1952,2000,,https://nl.wikipedia.org/wiki/NS_1300_(elektrische_locomotief),1957,16,Transit,111000
1100serie,60,83,2030,1950,1999,,https://nl.wikipedia.org/wiki/NS_1100_(elektrische_locomotief),1957,60,Transit,83000
1500serie,7,100,2185,1954,1986,,https://nl.wikipedia.org/wiki/NS_1500_(elektrische_locomotief),1957,7,Transit,100000
NS20,1,58,210,1954,1991,26,https://nl.wikipedia.org/wiki/Kameel_(spoorwegmaterieel),1957,1,Transit,58000
1200serie,25,108,2400,1951,1998,,https://nl.wikipedia.org/wiki/1200_(elektrische_locomotief),1958,25,Transit,108000
1300serie,16,111,3600,1952,2000,,https://nl.wikipedia.org/wiki/NS_1300_(elektrische_locomotief),1958,16,Transit,111000
1100serie,60,83,2030,1950,1999,,https://nl.wikipedia.org/wiki/NS_1100_(elektrische_locomotief),1958,60,Transit,83000
1500serie,7,100,2185,1954,1986,,https://nl.wikipedia.org/wiki/NS_1500_(elektrische_locomotief),1958,7,Transit,100000
NS20,1,58,210,1954,1991,26,https://nl.wikipedia.org/wiki/Kameel_(spoorwegmaterieel),1958,1,Transit,58000
1200serie,25,108,2400,1951,1998,,https://nl.wikipedia.org/wiki/1200_(elektrische_locomotief),1959,25,Transit,108000
1300serie,16,111,3600,1952,2000,,https://nl.wikipedia.org/wiki/NS_1300_(elektrische_locomotief),1959,16,Transit,111000
1100serie,60,83,2030,1950,1999,,https://nl.wikipedia.org/wiki/NS_1100_(elektrische_locomotief),1959,60,Transit,83000
1500serie,7,100,2185,1954,1986,,https://nl.wikipedia.org/wiki/NS_1500_(elektrische_locomotief),1959,7,Transit,100000
NS20,1,58,210,1954,1991,26,https://nl.wikipedia.org/wiki/Kameel_(spoorwegmaterieel),1959,1,Transit,58000
1200serie,25,108,2400,1951,1998,,https://nl.wikipedia.org/wiki/1200_(elektrische_locomotief),1960,25,Transit,108000
1300serie,16,111,3600,1952,2000,,https://nl.wikipedia.org/wiki/NS_1300_(elektrische_locomotief),1960,16,Transit,111000
PlanU,42,136,736,1960,2003,74.4,https://nl.wikipedia.org/wiki/Plan_U,1960,42,Transit,136000
1100serie,60,83,2030,1950,1999,,https://nl.wikipedia.org/wiki/NS_1100_(elektrische_locomotief),1960,60,Transit,83000
1500serie,7,100,2185,1954,1986,,https://nl.wikipedia.org/wiki/NS_1500_(elektrische_locomotief),1960,7,Transit,100000
NS20,1,58,210,1954,1991,26,https://nl.wikipedia.org/wiki/Kameel_(spoorwegmaterieel),1960,1,Transit,58000
PlanT,31,163,1400,1961,2016,101.9,https://nl.wikipedia.org/wiki/Mat_%2764,1961,31,Transit,163000
1200serie,25,108,2400,1951,1998,,https://nl.wikipedia.org/wiki/1200_(elektrische_locomotief),1961,25,Transit,108000
1300serie,16,111,3600,1952,2000,,https://nl.wikipedia.org/wiki/NS_1300_(elektrische_locomotief),1961,16,Transit,111000
PlanU,42,136,736,1960,2003,74.4,https://nl.wikipedia.org/wiki/Plan_U,1961,42,Transit,136000
1100serie,60,83,2030,1950,1999,,https://nl.wikipedia.org/wiki/NS_1100_(elektrische_locomotief),1961,60,Transit,83000
1500serie,7,100,2185,1954,1986,,https://nl.wikipedia.org/wiki/NS_1500_(elektrische_locomotief),1961,7,Transit,100000
NS20,1,58,210,1954,1991,26,https://nl.wikipedia.org/wiki/Kameel_(spoorwegmaterieel),1961,1,Transit,58000
PlanT,31,163,1400,1961,2016,101.9,https://nl.wikipedia.org/wiki/Mat_%2764,1962,31,Transit,163000
1200serie,25,108,2400,1951,1998,,https://nl.wikipedia.org/wiki/1200_(elektrische_locomotief),1962,25,Transit,108000
1300serie,16,111,3600,1952,2000,,https://nl.wikipedia.org/wiki/NS_1300_(elektrische_locomotief),1962,16,Transit,111000
PlanU,42,136,736,1960,2003,74.4,https://nl.wikipedia.org/wiki/Plan_U,1962,42,Transit,136000
1100serie,60,83,2030,1950,1999,,https://nl.wikipedia.org/wiki/NS_1100_(elektrische_locomotief),1962,60,Transit,83000
1500serie,7,100,2185,1954,1986,,https://nl.wikipedia.org/wiki/NS_1500_(elektrische_locomotief),1962,7,Transit,100000
NS20,1,58,210,1954,1991,26,https://nl.wikipedia.org/wiki/Kameel_(spoorwegmaterieel),1962,1,Transit,58000
PlanT,31,163,1400,1961,2016,101.9,https://nl.wikipedia.org/wiki/Mat_%2764,1963,31,Transit,163000
1200serie,25,108,2400,1951,1998,,https://nl.wikipedia.org/wiki/1200_(elektrische_locomotief),1963,25,Transit,108000
1300serie,16,111,3600,1952,2000,,https://nl.wikipedia.org/wiki/NS_1300_(elektrische_locomotief),1963,16,Transit,111000
PlanU,42,136,736,1960,2003,74.4,https://nl.wikipedia.org/wiki/Plan_U,1963,42,Transit,136000
1100serie,60,83,2030,1950,1999,,https://nl.wikipedia.org/wiki/NS_1100_(elektrische_locomotief),1963,60,Transit,83000
1500serie,7,100,2185,1954,1986,,https://nl.wikipedia.org/wiki/NS_1500_(elektrische_locomotief),1963,7,Transit,100000
NS20,1,58,210,1954,1991,26,https://nl.wikipedia.org/wiki/Kameel_(spoorwegmaterieel),1963,1,Transit,58000
PlanT,31,163,1400,1961,2016,101.9,https://nl.wikipedia.org/wiki/Mat_%2764,1964,31,Transit,163000
1200serie,25,108,2400,1951,1998,,https://nl.wikipedia.org/wiki/1200_(elektrische_locomotief),1964,25,Transit,108000
1300serie,16,111,3600,1952,2000,,https://nl.wikipedia.org/wiki/NS_1300_(elektrische_locomotief),1964,16,Transit,111000
PlanU,42,136,736,1960,2003,74.4,https://nl.wikipedia.org/wiki/Plan_U,1964,42,Transit,136000
1100serie,60,83,2030,1950,1999,,https://nl.wikipedia.org/wiki/NS_1100_(elektrische_locomotief),1964,60,Transit,83000
1500serie,7,100,2185,1954,1986,,https://nl.wikipedia.org/wiki/NS_1500_(elektrische_locomotief),1964,7,Transit,100000
NS20,1,58,210,1954,1991,26,https://nl.wikipedia.org/wiki/Kameel_(spoorwegmaterieel),1964,1,Transit,58000
mP,35,52,488,1965,2008,26.4,https://nl.wikipedia.org/wiki/Motorpost,1965,35,Transit,52000
PlanT,31,163,1400,1961,2016,101.9,https://nl.wikipedia.org/wiki/Mat_%2764,1965,31,Transit,163000
1200serie,25,108,2400,1951,1998,,https://nl.wikipedia.org/wiki/1200_(elektrische_locomotief),1965,25,Transit,108000
1300serie,16,111,3600,1952,2000,,https://nl.wikipedia.org/wiki/NS_1300_(elektrische_locomotief),1965,16,Transit,111000
PlanU,42,136,736,1960,2003,74.4,https://nl.wikipedia.org/wiki/Plan_U,1965,42,Transit,136000
1100serie,60,83,2030,1950,1999,,https://nl.wikipedia.org/wiki/NS_1100_(elektrische_locomotief),1965,60,Transit,83000
1500serie,7,100,2185,1954,1986,,https://nl.wikipedia.org/wiki/NS_1500_(elektrische_locomotief),1965,7,Transit,100000
NS20,1,58,210,1954,1991,26,https://nl.wikipedia.org/wiki/Kameel_(spoorwegmaterieel),1965,1,Transit,58000
mP,35,52,488,1965,2008,26.4,https://nl.wikipedia.org/wiki/Motorpost,1966,35,Transit,52000
PlanT,31,163,1400,1961,2016,101.9,https://nl.wikipedia.org/wiki/Mat_%2764,1966,31,Transit,163000
PlanV,246,86,508,1966,2016,52.1,https://nl.wikipedia.org/wiki/Mat_%2764,1966,246,Transit,86000
1200serie,25,108,2400,1951,1998,,https://nl.wikipedia.org/wiki/1200_(elektrische_locomotief),1966,25,Transit,108000
1300serie,16,111,3600,1952,2000,,https://nl.wikipedia.org/wiki/NS_1300_(elektrische_locomotief),1966,16,Transit,111000
PlanU,42,136,736,1960,2003,74.4,https://nl.wikipedia.org/wiki/Plan_U,1966,42,Transit,136000
1100serie,60,83,2030,1950,1999,,https://nl.wikipedia.org/wiki/NS_1100_(elektrische_locomotief),1966,60,Transit,83000
1500serie,7,100,2185,1954,1986,,https://nl.wikipedia.org/wiki/NS_1500_(elektrische_locomotief),1966,7,Transit,100000
NS20,1,58,210,1954,1991,26,https://nl.wikipedia.org/wiki/Kameel_(spoorwegmaterieel),1966,1,Transit,58000
mP,35,52,488,1965,2008,26.4,https://nl.wikipedia.org/wiki/Motorpost,1967,35,Transit,52000
PlanT,31,163,1400,1961,2016,101.9,https://nl.wikipedia.org/wiki/Mat_%2764,1967,31,Transit,163000
PlanV,246,86,508,1966,2016,52.1,https://nl.wikipedia.org/wiki/Mat_%2764,1967,246,Transit,86000
1200serie,25,108,2400,1951,1998,,https://nl.wikipedia.org/wiki/1200_(elektrische_locomotief),1967,25,Transit,108000
1300serie,16,111,3600,1952,2000,,https://nl.wikipedia.org/wiki/NS_1300_(elektrische_locomotief),1967,16,Transit,111000
PlanU,42,136,736,1960,2003,74.4,https://nl.wikipedia.org/wiki/Plan_U,1967,42,Transit,136000
1100serie,60,83,2030,1950,1999,,https://nl.wikipedia.org/wiki/NS_1100_(elektrische_locomotief),1967,60,Transit,83000
1500serie,7,100,2185,1954,1986,,https://nl.wikipedia.org/wiki/NS_1500_(elektrische_locomotief),1967,7,Transit,100000
NS20,1,58,210,1954,1991,26,https://nl.wikipedia.org/wiki/Kameel_(spoorwegmaterieel),1967,1,Transit,58000
mP,35,52,488,1965,2008,26.4,https://nl.wikipedia.org/wiki/Motorpost,1968,35,Transit,52000
PlanT,31,163,1400,1961,2016,101.9,https://nl.wikipedia.org/wiki/Mat_%2764,1968,31,Transit,163000
PlanV,246,86,508,1966,2016,52.1,https://nl.wikipedia.org/wiki/Mat_%2764,1968,246,Transit,86000
1200serie,25,108,2400,1951,1998,,https://nl.wikipedia.org/wiki/1200_(elektrische_locomotief),1968,25,Transit,108000
1300serie,16,111,3600,1952,2000,,https://nl.wikipedia.org/wiki/NS_1300_(elektrische_locomotief),1968,16,Transit,111000
PlanU,42,136,736,1960,2003,74.4,https://nl.wikipedia.org/wiki/Plan_U,1968,42,Transit,136000
1100serie,60,83,2030,1950,1999,,https://nl.wikipedia.org/wiki/NS_1100_(elektrische_locomotief),1968,60,Transit,83000
1500serie,7,100,2185,1954,1986,,https://nl.wikipedia.org/wiki/NS_1500_(elektrische_locomotief),1968,7,Transit,100000
NS20,1,58,210,1954,1991,26,https://nl.wikipedia.org/wiki/Kameel_(spoorwegmaterieel),1968,1,Transit,58000
mP,35,52,488,1965,2008,26.4,https://nl.wikipedia.org/wiki/Motorpost,1969,35,Transit,52000
PlanT,31,163,1400,1961,2016,101.9,https://nl.wikipedia.org/wiki/Mat_%2764,1969,31,Transit,163000
PlanV,246,86,508,1966,2016,52.1,https://nl.wikipedia.org/wiki/Mat_%2764,1969,246,Transit,86000
1200serie,25,108,2400,1951,1998,,https://nl.wikipedia.org/wiki/1200_(elektrische_locomotief),1969,25,Transit,108000
1300serie,16,111,3600,1952,2000,,https://nl.wikipedia.org/wiki/NS_1300_(elektrische_locomotief),1969,16,Transit,111000
PlanU,42,136,736,1960,2003,74.4,https://nl.wikipedia.org/wiki/Plan_U,1969,42,Transit,136000
1100serie,60,83,2030,1950,1999,,https://nl.wikipedia.org/wiki/NS_1100_(elektrische_locomotief),1969,60,Transit,83000
1500serie,7,100,2185,1954,1986,,https://nl.wikipedia.org/wiki/NS_1500_(elektrische_locomotief),1969,7,Transit,100000
NS20,1,58,210,1954,1991,26,https://nl.wikipedia.org/wiki/Kameel_(spoorwegmaterieel),1969,1,Transit,58000
mP,35,52,488,1965,2008,26.4,https://nl.wikipedia.org/wiki/Motorpost,1970,35,Transit,52000
PlanT,31,163,1400,1961,2016,101.9,https://nl.wikipedia.org/wiki/Mat_%2764,1970,31,Transit,163000
PlanV,246,86,508,1966,2016,52.1,https://nl.wikipedia.org/wiki/Mat_%2764,1970,246,Transit,86000
1200serie,25,108,2400,1951,1998,,https://nl.wikipedia.org/wiki/1200_(elektrische_locomotief),1970,25,Transit,108000
1300serie,16,111,3600,1952,2000,,https://nl.wikipedia.org/wiki/NS_1300_(elektrische_locomotief),1970,16,Transit,111000
PlanU,42,136,736,1960,2003,74.4,https://nl.wikipedia.org/wiki/Plan_U,1970,42,Transit,136000
1100serie,60,83,2030,1950,1999,,https://nl.wikipedia.org/wiki/NS_1100_(elektrische_locomotief),1970,60,Transit,83000
1500serie,7,100,2185,1954,1986,,https://nl.wikipedia.org/wiki/NS_1500_(elektrische_locomotief),1970,7,Transit,100000
NS20,1,58,210,1954,1991,26,https://nl.wikipedia.org/wiki/Kameel_(spoorwegmaterieel),1970,1,Transit,58000
mP,35,52,488,1965,2008,26.4,https://nl.wikipedia.org/wiki/Motorpost,1971,35,Transit,52000
PlanT,31,163,1400,1961,2016,101.9,https://nl.wikipedia.org/wiki/Mat_%2764,1971,31,Transit,163000
PlanV,246,86,508,1966,2016,52.1,https://nl.wikipedia.org/wiki/Mat_%2764,1971,246,Transit,86000
1200serie,25,108,2400,1951,1998,,https://nl.wikipedia.org/wiki/1200_(elektrische_locomotief),1971,25,Transit,108000
1300serie,16,111,3600,1952,2000,,https://nl.wikipedia.org/wiki/NS_1300_(elektrische_locomotief),1971,16,Transit,111000
PlanU,42,136,736,1960,2003,74.4,https://nl.wikipedia.org/wiki/Plan_U,1971,42,Transit,136000
1100serie,60,83,2030,1950,1999,,https://nl.wikipedia.org/wiki/NS_1100_(elektrische_locomotief),1971,60,Transit,83000
1500serie,7,100,2185,1954,1986,,https://nl.wikipedia.org/wiki/NS_1500_(elektrische_locomotief),1971,7,Transit,100000
NS20,1,58,210,1954,1991,26,https://nl.wikipedia.org/wiki/Kameel_(spoorwegmaterieel),1971,1,Transit,58000
mP,35,52,488,1965,2008,26.4,https://nl.wikipedia.org/wiki/Motorpost,1972,35,Transit,52000
PlanT,31,163,1400,1961,2016,101.9,https://nl.wikipedia.org/wiki/Mat_%2764,1972,31,Transit,163000
PlanV,246,86,508,1966,2016,52.1,https://nl.wikipedia.org/wiki/Mat_%2764,1972,246,Transit,86000
1200serie,25,108,2400,1951,1998,,https://nl.wikipedia.org/wiki/1200_(elektrische_locomotief),1972,25,Transit,108000
1300serie,16,111,3600,1952,2000,,https://nl.wikipedia.org/wiki/NS_1300_(elektrische_locomotief),1972,16,Transit,111000
PlanU,42,136,736,1960,2003,74.4,https://nl.wikipedia.org/wiki/Plan_U,1972,42,Transit,136000
1100serie,60,83,2030,1950,1999,,https://nl.wikipedia.org/wiki/NS_1100_(elektrische_locomotief),1972,60,Transit,83000
1500serie,7,100,2185,1954,1986,,https://nl.wikipedia.org/wiki/NS_1500_(elektrische_locomotief),1972,7,Transit,100000
NS20,1,58,210,1954,1991,26,https://nl.wikipedia.org/wiki/Kameel_(spoorwegmaterieel),1972,1,Transit,58000
mP,35,52,488,1965,2008,26.4,https://nl.wikipedia.org/wiki/Motorpost,1973,35,Transit,52000
PlanT,31,163,1400,1961,2016,101.9,https://nl.wikipedia.org/wiki/Mat_%2764,1973,31,Transit,163000
PlanV,246,86,508,1966,2016,52.1,https://nl.wikipedia.org/wiki/Mat_%2764,1973,246,Transit,86000
1200serie,25,108,2400,1951,1998,,https://nl.wikipedia.org/wiki/1200_(elektrische_locomotief),1973,25,Transit,108000
1300serie,16,111,3600,1952,2000,,https://nl.wikipedia.org/wiki/NS_1300_(elektrische_locomotief),1973,16,Transit,111000
PlanU,42,136,736,1960,2003,74.4,https://nl.wikipedia.org/wiki/Plan_U,1973,42,Transit,136000
1100serie,60,83,2030,1950,1999,,https://nl.wikipedia.org/wiki/NS_1100_(elektrische_locomotief),1973,60,Transit,83000
1500serie,7,100,2185,1954,1986,,https://nl.wikipedia.org/wiki/NS_1500_(elektrische_locomotief),1973,7,Transit,100000
NS20,1,58,210,1954,1991,26,https://nl.wikipedia.org/wiki/Kameel_(spoorwegmaterieel),1973,1,Transit,58000
mP,35,52,488,1965,2008,26.4,https://nl.wikipedia.org/wiki/Motorpost,1974,35,Transit,52000
PlanT,31,163,1400,1961,2016,101.9,https://nl.wikipedia.org/wiki/Mat_%2764,1974,31,Transit,163000
PlanV,246,86,508,1966,2016,52.1,https://nl.wikipedia.org/wiki/Mat_%2764,1974,246,Transit,86000
1200serie,25,108,2400,1951,1998,,https://nl.wikipedia.org/wiki/1200_(elektrische_locomotief),1974,25,Transit,108000
1300serie,16,111,3600,1952,2000,,https://nl.wikipedia.org/wiki/NS_1300_(elektrische_locomotief),1974,16,Transit,111000
PlanU,42,136,736,1960,2003,74.4,https://nl.wikipedia.org/wiki/Plan_U,1974,42,Transit,136000
1100serie,60,83,2030,1950,1999,,https://nl.wikipedia.org/wiki/NS_1100_(elektrische_locomotief),1974,60,Transit,83000
1500serie,7,100,2185,1954,1986,,https://nl.wikipedia.org/wiki/NS_1500_(elektrische_locomotief),1974,7,Transit,100000
NS20,1,58,210,1954,1991,26,https://nl.wikipedia.org/wiki/Kameel_(spoorwegmaterieel),1974,1,Transit,58000
SGM,90,130,1280,1975,2019,69.9,https://www.railwiki.nl/index.php?title=SGM_-_Treinstellen_type_SGM,1975,90,Transit,130000
mP,35,52,488,1965,2008,26.4,https://nl.wikipedia.org/wiki/Motorpost,1975,35,Transit,52000
PlanT,31,163,1400,1961,2016,101.9,https://nl.wikipedia.org/wiki/Mat_%2764,1975,31,Transit,163000
PlanV,246,86,508,1966,2016,52.1,https://nl.wikipedia.org/wiki/Mat_%2764,1975,246,Transit,86000
1200serie,25,108,2400,1951,1998,,https://nl.wikipedia.org/wiki/1200_(elektrische_locomotief),1975,25,Transit,108000
1300serie,16,111,3600,1952,2000,,https://nl.wikipedia.org/wiki/NS_1300_(elektrische_locomotief),1975,16,Transit,111000
PlanU,42,136,736,1960,2003,74.4,https://nl.wikipedia.org/wiki/Plan_U,1975,42,Transit,136000
1100serie,60,83,2030,1950,1999,,https://nl.wikipedia.org/wiki/NS_1100_(elektrische_locomotief),1975,60,Transit,83000
1500serie,7,100,2185,1954,1986,,https://nl.wikipedia.org/wiki/NS_1500_(elektrische_locomotief),1975,7,Transit,100000
NS20,1,58,210,1954,1991,26,https://nl.wikipedia.org/wiki/Kameel_(spoorwegmaterieel),1975,1,Transit,58000
SGM,90,130,1280,1975,2019,69.9,https://www.railwiki.nl/index.php?title=SGM_-_Treinstellen_type_SGM,1976,90,Transit,130000
mP,35,52,488,1965,2008,26.4,https://nl.wikipedia.org/wiki/Motorpost,1976,35,Transit,52000
PlanT,31,163,1400,1961,2016,101.9,https://nl.wikipedia.org/wiki/Mat_%2764,1976,31,Transit,163000
PlanV,246,86,508,1966,2016,52.1,https://nl.wikipedia.org/wiki/Mat_%2764,1976,246,Transit,86000
1200serie,25,108,2400,1951,1998,,https://nl.wikipedia.org/wiki/1200_(elektrische_locomotief),1976,25,Transit,108000
1300serie,16,111,3600,1952,2000,,https://nl.wikipedia.org/wiki/NS_1300_(elektrische_locomotief),1976,16,Transit,111000
PlanU,42,136,736,1960,2003,74.4,https://nl.wikipedia.org/wiki/Plan_U,1976,42,Transit,136000
1100serie,60,83,2030,1950,1999,,https://nl.wikipedia.org/wiki/NS_1100_(elektrische_locomotief),1976,60,Transit,83000
1500serie,7,100,2185,1954,1986,,https://nl.wikipedia.org/wiki/NS_1500_(elektrische_locomotief),1976,7,Transit,100000
NS20,1,58,210,1954,1991,26,https://nl.wikipedia.org/wiki/Kameel_(spoorwegmaterieel),1976,1,Transit,58000
SGM,90,130,1280,1975,2019,69.9,https://www.railwiki.nl/index.php?title=SGM_-_Treinstellen_type_SGM,1977,90,Transit,130000
mP,35,52,488,1965,2008,26.4,https://nl.wikipedia.org/wiki/Motorpost,1977,35,Transit,52000
PlanT,31,163,1400,1961,2016,101.9,https://nl.wikipedia.org/wiki/Mat_%2764,1977,31,Transit,163000
PlanV,246,86,508,1966,2016,52.1,https://nl.wikipedia.org/wiki/Mat_%2764,1977,246,Transit,86000
1200serie,25,108,2400,1951,1998,,https://nl.wikipedia.org/wiki/1200_(elektrische_locomotief),1977,25,Transit,108000
1300serie,16,111,3600,1952,2000,,https://nl.wikipedia.org/wiki/NS_1300_(elektrische_locomotief),1977,16,Transit,111000
PlanU,42,136,736,1960,2003,74.4,https://nl.wikipedia.org/wiki/Plan_U,1977,42,Transit,136000
1100serie,60,83,2030,1950,1999,,https://nl.wikipedia.org/wiki/NS_1100_(elektrische_locomotief),1977,60,Transit,83000
1500serie,7,100,2185,1954,1986,,https://nl.wikipedia.org/wiki/NS_1500_(elektrische_locomotief),1977,7,Transit,100000
NS20,1,58,210,1954,1991,26,https://nl.wikipedia.org/wiki/Kameel_(spoorwegmaterieel),1977,1,Transit,58000
SGM,90,130,1280,1975,2019,69.9,https://www.railwiki.nl/index.php?title=SGM_-_Treinstellen_type_SGM,1978,90,Transit,130000
mP,35,52,488,1965,2008,26.4,https://nl.wikipedia.org/wiki/Motorpost,1978,35,Transit,52000
PlanT,31,163,1400,1961,2016,101.9,https://nl.wikipedia.org/wiki/Mat_%2764,1978,31,Transit,163000
PlanV,246,86,508,1966,2016,52.1,https://nl.wikipedia.org/wiki/Mat_%2764,1978,246,Transit,86000
1200serie,25,108,2400,1951,1998,,https://nl.wikipedia.org/wiki/1200_(elektrische_locomotief),1978,25,Transit,108000
1300serie,16,111,3600,1952,2000,,https://nl.wikipedia.org/wiki/NS_1300_(elektrische_locomotief),1978,16,Transit,111000
PlanU,42,136,736,1960,2003,74.4,https://nl.wikipedia.org/wiki/Plan_U,1978,42,Transit,136000
1100serie,60,83,2030,1950,1999,,https://nl.wikipedia.org/wiki/NS_1100_(elektrische_locomotief),1978,60,Transit,83000
1500serie,7,100,2185,1954,1986,,https://nl.wikipedia.org/wiki/NS_1500_(elektrische_locomotief),1978,7,Transit,100000
NS20,1,58,210,1954,1991,26,https://nl.wikipedia.org/wiki/Kameel_(spoorwegmaterieel),1978,1,Transit,58000
SGM,90,130,1280,1975,2019,69.9,https://www.railwiki.nl/index.php?title=SGM_-_Treinstellen_type_SGM,1979,90,Transit,130000
mP,35,52,488,1965,2008,26.4,https://nl.wikipedia.org/wiki/Motorpost,1979,35,Transit,52000
PlanT,31,163,1400,1961,2016,101.9,https://nl.wikipedia.org/wiki/Mat_%2764,1979,31,Transit,163000
PlanV,246,86,508,1966,2016,52.1,https://nl.wikipedia.org/wiki/Mat_%2764,1979,246,Transit,86000
1200serie,25,108,2400,1951,1998,,https://nl.wikipedia.org/wiki/1200_(elektrische_locomotief),1979,25,Transit,108000
1300serie,16,111,3600,1952,2000,,https://nl.wikipedia.org/wiki/NS_1300_(elektrische_locomotief),1979,16,Transit,111000
PlanU,42,136,736,1960,2003,74.4,https://nl.wikipedia.org/wiki/Plan_U,1979,42,Transit,136000
1100serie,60,83,2030,1950,1999,,https://nl.wikipedia.org/wiki/NS_1100_(elektrische_locomotief),1979,60,Transit,83000
1500serie,7,100,2185,1954,1986,,https://nl.wikipedia.org/wiki/NS_1500_(elektrische_locomotief),1979,7,Transit,100000
NS20,1,58,210,1954,1991,26,https://nl.wikipedia.org/wiki/Kameel_(spoorwegmaterieel),1979,1,Transit,58000
SGM,90,130,1280,1975,2019,69.9,https://www.railwiki.nl/index.php?title=SGM_-_Treinstellen_type_SGM,1980,90,Transit,130000
mP,35,52,488,1965,2008,26.4,https://nl.wikipedia.org/wiki/Motorpost,1980,35,Transit,52000
ICR,43,41,-,1980,2019,26.4,https://nl.wikipedia.org/wiki/Intercityrijtuig,1980,43,Transit,41000
PlanT,31,163,1400,1961,2016,101.9,https://nl.wikipedia.org/wiki/Mat_%2764,1980,31,Transit,163000
PlanV,246,86,508,1966,2016,52.1,https://nl.wikipedia.org/wiki/Mat_%2764,1980,246,Transit,86000
BDs,11,41,-,1980,2019,26.4,https://nl.wikipedia.org/wiki/Intercityrijtuig,1980,11,Transit,41000
1200serie,25,108,2400,1951,1998,,https://nl.wikipedia.org/wiki/1200_(elektrische_locomotief),1980,25,Transit,108000
1300serie,16,111,3600,1952,2000,,https://nl.wikipedia.org/wiki/NS_1300_(elektrische_locomotief),1980,16,Transit,111000
PlanU,42,136,736,1960,2003,74.4,https://nl.wikipedia.org/wiki/Plan_U,1980,42,Transit,136000
1100serie,60,83,2030,1950,1999,,https://nl.wikipedia.org/wiki/NS_1100_(elektrische_locomotief),1980,60,Transit,83000
1500serie,7,100,2185,1954,1986,,https://nl.wikipedia.org/wiki/NS_1500_(elektrische_locomotief),1980,7,Transit,100000
NS20,1,58,210,1954,1991,26,https://nl.wikipedia.org/wiki/Kameel_(spoorwegmaterieel),1980,1,Transit,58000
